word,sentence,answer,user_language,definition_fr,etymology,tense
mademoiselle,La _____ a commandé un café au bar ce matin.,mademoiselle,mademoiselle,Titre de politesse utilisé pour s'adresser à une jeune femme non mariée. C'est l'équivalent féminin de « monsieur ».,"Du français « ma demoiselle », composé de « ma » (mon, ma) et « demoiselle » (jeune femme de condition noble), du latin « dominicella » (diminutif de « domina », maîtresse).",passé composé
magasin,Ma mère va au _____ pour acheter du pain et du lait.,magasin,magasin,Un lieu commercial où l'on vend des produits et des marchandises. C'est un endroit où les clients peuvent faire leurs achats.,"From Italian magazzino, from Arabic makhāzin (plural of makhzan, storehouse)",futur proche
magie,Les enfants regardaient le magicien faire de la _____ sur la scène.,magie,magie,Art de produire des effets extraordinaires et apparemment impossibles par des moyens secrets ou surnaturels. C'est un ensemble de techniques et de tours destinés à surprendre et à émerveiller le public.,"Du latin « magia », emprunté au grec « μαγεία » (mageia), lui-même d'origine perse (« magus » désignant les prêtres zoroastriens).",imparfait
magique,Les enfants trouvent le spectacle de l'illusionniste vraiment _____.,magique,magique,"Qui relève de la magie, qui semble produit par la magie ou qui a des propriétés extraordinaires et merveilleuses.","Du latin magicus, emprunté au grec μαγικός (magikos), dérivé de μάγος (magos, magicien).",présent
magnifique,Les vacances à la montagne étaient vraiment _____.,magnifiques,magnifique,"Qui est très beau, splendide et impressionnant. Qui provoque l'admiration par sa grandeur ou sa beauté.","From Latin magnificus, composed of magnus (great) and facere (to make), literally meaning 'making great'.",imparfait
main,Elle lève sa _____ pour saluer ses amis.,main,main,"Partie du corps humain située au bout du bras, comprenant la paume, les doigts et le poignet. C'est l'organe principal de préhension et de manipulation.","Du latin manus (main), de la racine indo-européenne *man- (signifiant main ou pouvoir).",présent
maire,Le _____ de notre village a décidé d'organiser une fête communale ce week-end.,maire,maire,Le maire est l'élu local qui dirige une commune et représente l'administration municipale. Il est responsable de l'organisation des services publics et de la gestion des affaires de la ville ou du village.,"Du latin maior (comparatif de magnus, « grand »), passé par le latin médiéval maior qui désignait le chef d'une administration.",présent
maison,Ma grand-mère a vendu sa _____ l'année dernière.,maison,maison,Un bâtiment destiné à servir d'habitation pour une ou plusieurs familles. C'est le lieu où l'on vit quotidiennement.,"Du latin mansio (demeure, gîte), dérivé de manere (rester, demeurer).",passé composé
majesté,Le roi a gouverné son royaume avec beaucoup de _____.,majesté,majesté,"Dignité, grandeur et autorité impressionnante d'une personne de haut rang, particulièrement d'un monarque. C'est aussi un titre honorifique utilisé pour s'adresser à un roi ou à une reine.","Du latin majestas (grandeur, dignité), dérivé de maior (plus grand).",passé composé
majeur,Le projet _____ de l'entreprise était d'augmenter la production cette année.,majeure,majeur,"Qui est de grande importance, principal ou considérable. L'adjectif majeur décrit quelque chose qui a un rôle ou une importance prépondérante.","Du latin maior, comparatif de magnus (grand).",imparfait
malade,"Ma grand-mère est _____ depuis une semaine, donc elle ne peut pas venir à la fête.",malade,malade,"Qui souffre d'une maladie, qui n'est pas en bonne santé. Personne atteinte d'une affection physique ou mentale.",Du latin malus (mauvais) + -ade (suffixe formant des substantifs et adjectifs).,présent
maladie,Ma grand-mère a eu une _____ grave l'année dernière et a dû rester à l'hôpital.,maladie,maladie,Un état pathologique du corps ou de l'esprit qui altère le fonctionnement normal d'une personne. C'est une condition médicale nécessitant généralement des soins.,"Du latin « male habitus » (mal disposé), formé de « male » (mal) et « habitus » (disposé, état).",passé composé
malgré,Elle a réussi son examen _____ la difficulté du sujet.,malgré,malgré,"Préposition qui exprime une opposition ou une concession, signifiant « en dépit de » ou « nonobstant ». Elle introduit un obstacle ou une difficulté qui n'a pas empêché la réalisation d'une action.","Du latin « malum » (mal) et « gratia » (grâce, faveur), littéralement « malgré la grâce ».",passé composé
malheur,Quel _____ que cette tempête arrive juste avant les vacances!,malheur,malheur,"Événement ou circonstance fâcheux qui cause de la peine, de la déception ou de la souffrance. C'est le contraire de la chance ou du bonheur.","Du latin « malus » (mauvais) et « forum » (sort, destinée), littéralement « mauvais sort ».",présent
malheureusement,"_____, je n'ai pas pu finir mon projet à temps.",Malheureusement,malheureusement,D'une manière regrettable ou fâcheuse; avec malheur ou infortune. Adverbe qui exprime la déception ou le regret face à une situation.,"Du moyen français « malheureux » (composé de « mal » et « heureux »), avec le suffixe adverbial « -ment ».",présent
malin,Ma sœur est très _____ ; elle trouve toujours des solutions à nos problèmes.,maligne,malin,"Qui a de l'intelligence, de la ruse ou de la vivacité d'esprit. Qui est capable de trouver des solutions ingénieuses.","Du latin malus (mauvais), évoluant vers le sens de « difficile à manier » puis « intelligent, rusé ».",présent
maman,Ma _____ m'a préparé un gâteau pour mon anniversaire hier.,maman,maman,Femme qui a mis au monde un enfant ou qui élève un enfant ; mère. C'est un terme affectueux et familier pour désigner sa mère.,"Réduplication enfantine du radical 'ma-' (du latin mamma, sein). Le mot est attesté en français dès le XIIe siècle.",passé composé
manier,Elle _____ le dossier avec beaucoup de soin hier.,a manié,manier,"Manier signifie tenir et utiliser quelque chose avec les mains, ou aussi diriger et contrôler une situation. C'est manipuler un objet ou gérer une affaire avec habileté.","Du latin « manus » (main), avec le suffixe « -ier ».",passé composé
mandat,Le directeur a reçu un _____ pour superviser le projet pendant six mois.,mandat,mandat,Un mandat est une mission ou une responsabilité confiée à quelqu'un pour accomplir une tâche particulière. C'est aussi une autorisation donnée à une personne pour agir au nom d'une autre.,"Du latin mandatum, participe passé de mandare (confier, charger de).",passé composé
mange,Ma fille _____ une pomme tous les matins avant l'école.,mange,mange,Consommer de la nourriture en la mâchant et en l'avalant. C'est l'action de prendre un repas ou une collation.,"Du latin manducare, signifiant « mâcher ».",présent
manger,Les enfants _____ des fruits et des légumes à l'école.,mangent,manger,Consommer de la nourriture en la mâchant et en l'avalant. C'est l'action de prendre un repas ou une collation.,"Du latin manducare, lui-même probablement d'origine onomatopéique ou germanique.",présent
manière,Elle a expliqué ses idées de la _____ la plus claire possible.,manière,manière,La manière est la façon ou le mode selon lequel quelque chose est fait ou réalisé. C'est la méthode ou le style particulier d'accomplir une action.,"Du latin « manuaria » (geste de la main), dérivé de « manus » (main).",passé composé
manqu,Elle _____ son train ce matin et elle était très frustrée.,a manqué,manqu,Ne pas réussir à prendre ou à attraper quelque chose à temps. Faire défaut ou ne pas être présent quand on était attendu.,"Du latin « mancus » signifiant « mutilé, défectueux », passé par l'ancien français « manque ».",passé composé
manquer,Elle _____ son meilleur ami pendant les vacances.,manque,manquer,Ressentir l'absence de quelqu'un ou de quelque chose ; avoir besoin de la présence ou de l'existence de quelqu'un ou quelque chose.,"Du latin vulgaire *manca* (main mutilée, défaut), dérivé du latin *mancus* (manchot, incomplet).",présent
manteau,"En hiver, ma mère porte toujours un _____ chaud pour sortir de la maison.",manteau,manteau,"Vêtement ample qui couvre le corps, porté par-dessus les autres vêtements pour se protéger du froid ou de la pluie. C'est un habit d'extérieur sans manches ou avec des manches longues.","Du latin mantellum, signifiant « couverture, cape ».",présent
marche,"Chaque matin, ma grand-mère _____ au marché pour acheter des fruits frais.",marche,marche,Se déplacer à pied d'un endroit à un autre. C'est aussi l'action de mettre un pied devant l'autre de manière régulière.,"Du latin marcare (tracer une limite), influencé par la marque des pas.",présent
marcher,Les enfants _____ dans le parc chaque samedi.,marchent,marcher,Se déplacer à pied en mettant un pied devant l'autre de manière régulière. C'est le mouvement de base de la locomotion humaine.,"Du latin marcāre, d'origine germanique (francique *markōn).",présent
marché,Elle va aller au _____ pour acheter des fruits et des légumes.,marché,marché,"Un lieu public où se vendent des produits, notamment des fruits, des légumes et d'autres biens. C'est aussi un ensemble de conditions économiques relatives à l'offre et la demande.","Du latin mercatus, dérivé de merx (marchandise).",futur proche
mardi,Tous les _____ je vais à la piscine avec mes amis.,mardis,mardi,"Le mardi est le troisième jour de la semaine, situé entre le lundi et le mercredi. C'est un jour de la semaine dans le calendrier grégorien.","Du latin martis dies, littéralement « jour de Mars » (le dieu romain de la guerre).",futur proche
mari,Ma mère a présenté son _____ à la famille lors du dîner.,mari,mari,Homme marié à une femme. C'est le conjoint masculin dans un mariage.,"Du latin maritus, signifiant « marié » ou « époux », dérivé de mare « marier ».",passé composé
mariage,Le _____ de ma sœur aura lieu en juin prochain.,mariage,mariage,L'union légale et officielle de deux personnes qui deviennent époux. C'est aussi la cérémonie et la fête qui célèbrent cette union.,"Du latin médiéval 'mariage', dérivé de 'maritus' (mari) avec le suffixe '-age'.",futur proche
marier,Marie _____ son petit ami l'été prochain.,va marier,marier,"Unir deux personnes par le mariage, les rendre époux. C'est un acte civil ou religieux qui crée un lien matrimonial entre deux individus.","Du latin médiéval 'mariare', dérivé de 'maritus' (mari, époux).",futur proche
marine,Mon père travaille dans la _____ depuis vingt ans.,marine,marine,"La marine est l'ensemble des forces navales d'un État, ou l'art et la science de naviguer sur la mer. Elle peut aussi désigner l'industrie de la pêche et du transport maritime.","Du latin marinus, dérivé de mare (mer).",présent
marié,Ma sœur est _____ depuis deux ans et elle est très heureuse.,mariée,marié,Personne qui a contracté le mariage avec une autre personne. État de deux personnes unies par le mariage.,"Du latin « maritus » (mari) et « marita » (femme mariée), dérivé de « mas » (mâle).",présent
marque,Cette _____ de voiture est très populaire en France.,marque,marque,Une marque est le nom d'une entreprise ou d'un produit qui le distingue des autres. C'est aussi un signe ou une trace qui indique l'origine ou l'appartenance d'un objet.,"Du verbe latin ""marcare"" signifiant ""frapper avec un marteau"", dérivé de ""marcus"" (marteau). Le mot s'est développé pour désigner à la fois une trace laissée et, par extension, une désignation commerciale.",présent
marre,Je suis vraiment _____ de cette situation qui dure depuis des mois.,marre,marre,"Être marre signifie être extrêmement fatigué, ennuyé ou excédé par quelque chose. C'est une expression familière qui exprime le ras-le-bol.","Origine incertaine, possiblement du verbe se marrir (s'ennuyer) en ancien français.",présent
mars,"En _____, les jours commencent à s'allonger dans l'hémisphère nord.",mars,mars,"Mars est le troisième mois de l'année calendaire, qui suit février et précède avril. C'est généralement le mois du printemps dans l'hémisphère nord.","Du latin Martius (mensis), « mois de Mars », dieu romain de la guerre.",présent
masque,"Pendant la pandémie, elle portait un _____ à l'école.",masque,masque,"Objet qui couvre le visage pour protéger, cacher ou déguiser.","De l'italien maschera, possiblement de l'arabe maskhara (bouffon, moquerie).",imparfait
match,"Demain, nous _____ un match contre l'équipe rivale.",allons jouer un match,match,"Jouer un match, une rencontre sportive. C'est un verbe qui signifie participer à une compétition ou un affrontement sportif.","De l'anglais match (compétition), lui-même du vieil anglais mæcca (compagnon, égal).",futur proche
matin,Je me réveille toujours tôt le _____.,matin,matin,"Le matin est la première partie de la journée, du lever du soleil jusqu'à midi environ. C'est le moment où on commence généralement sa journée.","Du latin « matutinus », qui signifie « du matin », lui-même dérivé de « Matuta », déesse romaine de l'aube.",présent
matériel,L'école a besoin de _____ scolaire pour les classes de informatique.,matériel,matériel,"Ensemble d'objets, d'équipements ou d'outils nécessaires pour accomplir une tâche ou une activité. Peut désigner aussi ce qui est relatif aux choses matérielles, physiques, par opposition à ce qui est spirituel ou moral.","Du latin médiéval « materialis », dérivé de « materia » (matière, substance).",présent
maudire,Les villageois _____ le sorcier qui avait empoisonné leur récolte.,maudissaient,maudire,"Souhaiter du mal à quelqu'un, le condamner avec colère et ressentiment. Prononcer une malédiction contre une personne ou une chose.","Du latin maledicere, composé de male (mal) et dicere (dire).",imparfait
mauvais,Elle a eu une _____ note à son examen de mathématiques.,mauvaise,mauvais,"Qui est de faible qualité, qui ne convient pas ou qui est désagréable. Antonyme de bon.","Du latin vulgaris 'malvais' (composé de 'mal-' et 'vais', du latin 'vassus'). Évolution phonétique du bas latin 'malivus'.",passé composé
max,Le athlète _____ ses efforts pour remporter la médaille d'or.,a maximisé,max,"Augmenter au maximum, porter à son plus haut niveau. C'est chercher à obtenir le meilleur résultat possible.","Du latin maximus (le plus grand), avec le suffixe verbal -iser.",passé composé
maximum,"Pour cette compétition, les athlètes doivent courir un _____ de 100 mètres.",maximum,maximum,"La plus grande quantité, la valeur la plus élevée qu'on ne peut pas dépasser. C'est l'opposé du minimum.","Du latin « maximum », superlatif neutre de « magnus » (grand).",présent
maître,Le _____ de l'école a félicité tous les élèves pour leurs excellents résultats.,maître,maître,"Personne qui enseigne, qui a autorité dans un domaine ou une institution. Le maître est responsable de l'instruction et de l'éducation de ses élèves.","Du latin magister (maître, chef), dérivé de magis (plus), comparatif de magnus (grand).",présent
maîtresse,La _____ de mon fils est très patiente avec les enfants.,maîtresse,maîtresse,Une femme qui enseigne dans une école primaire ou maternelle. Le terme peut aussi désigner une femme qui a une relation amoureuse avec un homme marié.,"Du latin magistra, féminin de magister (maître).",présent
mec,"Mon ami est un vrai _____, il est toujours là pour m'aider.",mec,mec,"Un homme, un garçon ou un copain. C'est un mot familier et informel pour désigner une personne de sexe masculin.","Origine inconnue avec certitude, probablement du verlan ou de l'argot parisien du XXe siècle.",présent
meilleur,Cette pâtisserie fait les _____ croissants de toute la ville.,meilleurs,meilleur,"Superlatif de bon, désignant ce qui est supérieur à tous les autres en qualité ou en excellence. C'est l'adjectif utilisé pour exprimer le plus haut degré de bonté ou de supériorité.","Du latin melior (meilleur, plus bon), comparatif de bonus (bon).",présent
membre,Les _____ de notre club de tennis se réunissent chaque semaine pour discuter des règlements.,membres,membre,"Une personne qui fait partie d'un groupe, d'une organisation ou d'une association. C'est aussi chacune des parties du corps comme les bras et les jambes.","Du latin membrum, signifiant « partie du corps ».",présent
mener,Les enfants _____ leurs jouets dans le parc hier après-midi.,ont mené,mener,"Le verbe mener signifie conduire, guider ou diriger quelqu'un ou quelque chose vers un endroit ou un objectif. C'est aussi transporter ou apporter quelque chose avec soi.","Du latin menare (conduire un animal), lui-même d'origine incertaine, possiblement du celtique.",passé composé
menace,La tempête _____ les côtes de la région.,menace,menace,Une menace est un danger imminent ou un risque que quelque chose de mauvais se produise. C'est aussi l'action de menacer quelqu'un ou quelque chose.,"Du latin ""minacia"" (menaces), dérivé de ""minari"" (menacer).",présent
mener,Les policiers _____ l'enquête avec beaucoup de sérieux.,mènent,mener,"Mener signifie diriger, conduire ou être à la tête de quelque chose. C'est aussi guider une personne ou un groupe vers un objectif.","Du latin menare, variante de minare (menacer, conduire).",présent
mensonge,Elle a découvert que son ami avait raconté un _____ sur ses origines.,mensonge,mensonge,Une affirmation contraire à la vérité faite intentionnellement pour tromper quelqu'un. C'est l'action de mentir ou le résultat de cette action.,"Du latin médiéval ""mentisonja"", dérivé de ""mentire"" (mentir), avec le suffixe péjoratif ""-sonja"".",passé composé
ment,Elle _____ à son ami que le projet était difficile.,ment,ment,Dire intentionnellement quelque chose de faux pour tromper quelqu'un. Action de ne pas dire la vérité.,"Du latin mentiri (tromper, mentir).",présent
menteur,Mon frère est un _____ qui ne dit jamais la vérité.,menteur,menteur,"Personne qui ment habituellement, qui dit des mensonges. C'est quelqu'un qui n'est pas honnête et qui trompe les autres.","Du latin 'mentiri' (mentir), avec le suffixe agent '-eur'.",présent
mentir,Elle _____ à ses parents sur ses notes à l'école.,a menti,mentir,Dire quelque chose de faux volontairement pour tromper quelqu'un. C'est l'action de ne pas dire la vérité.,"Du latin mentiri (tromper, mentir), d'origine incertaine mais probablement lié à la racine indo-européenne *men- (esprit, pensée).",passé composé
mer,Les enfants adorent jouer à la _____ pendant les vacances d'été.,mer,mer,Grande étendue d'eau salée qui couvre une grande partie de la surface terrestre. C'est aussi l'espace maritime bordant les côtes d'un continent ou d'une île.,"Du latin mare, de même sens.",présent
merveilleux,Les enfants trouvent ce film absolument _____.,merveilleux,merveilleux,"Qui provoque l'admiration, qui est extraordinaire et magnifique. Qui inspire de l'émerveillement.","Du latin ""mirabilis"" (digne d'admiration), formé de ""mirari"" (admirer, s'étonner).",présent
message,J'ai reçu un _____ important de mon patron ce matin.,message,message,Un message est une communication écrite ou orale transmise d'une personne à une autre. C'est l'information ou le contenu qu'on souhaite faire connaître à quelqu'un.,"Du latin médiéval ""messagium"", dérivé de ""missus"" (envoyé), participe passé de ""mittere"" (envoyer).",passé composé
mesure,Le médecin _____ la tension artérielle du patient avec soin.,a mesuré,mesure,"Mesurer signifie déterminer la dimension, la quantité ou l'intensité de quelque chose en utilisant un instrument ou une unité de référence. C'est aussi évaluer ou juger quelque chose.","Du latin mensura (action de mesurer, dimension), dérivé de metiri (mesurer).",passé composé
mettre,Elle _____ son manteau avant de sortir ce matin.,a mis,mettre,"Mettre signifie placer quelque chose sur soi ou sur un objet, ou faire en sorte que quelque chose soit dans une certaine position. C'est un verbe très courant qui peut avoir plusieurs sens selon le contexte.","Du latin mittere (envoyer, lancer).",passé composé
bavard,Ma grand-mère est très _____ et elle adore raconter des histoires.,bavarde,bavard,"Qui parle beaucoup, qui aime converser et échanger. Se dit d'une personne qui communique volontiers.","Du moyen français baver (bavarder), avec le suffixe péjoratif -ard.",présent
meurtre,La police enquête sur le _____ qui a eu lieu hier soir dans le quartier.,meurtre,meurtre,L'acte de tuer intentionnellement une personne. C'est un crime grave puni par la loi.,"Du latin ""mors"" (mort) via le latin médiéval ""murdrum"", emprunté au germanique.",présent
meurtrier,La police a arrêté le _____ qui avait commis trois crimes dans la ville.,meurtrier,meurtrier,Personne qui a tué intentionnellement une autre personne. C'est un crime grave puni par la loi.,"Du latin médiéval 'murdrum' (meurtre), dérivé du germanique 'mord-' signifiant meurtre.",passé composé
midi,Nous mangeons toujours ensemble à _____.,midi,midi,"Le moment du jour situé entre le matin et l'après-midi, généralement autour de 12 heures. C'est aussi le sud géographique.","Du latin ""medius dies"" (jour du milieu), composé de ""medius"" (du milieu) et ""dies"" (jour).",présent
miel,Ma grand-mère ajoute du _____ dans son thé chaque matin.,miel,miel,Substance sucrée produite par les abeilles à partir du nectar des fleurs. Le miel est utilisé comme édulcorant naturel et possède des propriétés bénéfiques pour la santé.,"Du latin mel, mellis, apparenté au grec ancien μέλι (méli)",présent
mien,Ce livre _____ ; je l'ai acheté hier à la bibliothèque.,est mien,mien,Adjectif possessif qui indique l'appartenance à la première personne du singulier. Il s'accorde en genre et en nombre avec le nom qu'il qualifie.,"Du latin médiéval 'meus' (mon, mien), forme tonique de l'adjectif possessif latin.",passé composé
mienne,Cette maison est _____. Elle m'appartient depuis dix ans.,la mienne,mienne,Pronom possessif féminin singulier qui désigne quelque chose appartenant à la personne qui parle. Il remplace un nom précédé de l'adjectif possessif « ma ».,"Du latin « meus » (mon, ma) avec le suffixe possessif ancien français « -ienne ».",présent
mignon,Ma petite sœur a un chat très _____.,mignon,mignon,"Qui est joli, adorable et attrayant, particulièrement quand il s'agit de quelque chose de petit ou d'enfantin. Cet adjectif exprime tendresse et affection envers ce qui est doux ou charmant.","Du latin vulgaire *minio (« vermillon, couleur rouge »), évoluant pour désigner ce qui est gracieux ou joli. La forme française « mignon » apparaît au XIIIe siècle avec le sens de « délicat » ou « petit et joli ».",présent
milieu,"Au _____ du 20ème siècle, la technologie a transformé la société française.",milieu,milieu,Le milieu est le point central ou la période qui divise quelque chose en deux parties égales. C'est aussi l'environnement ou le contexte social dans lequel vit une personne.,"Du latin 'medius' signifiant 'du milieu', formé de 'medio' (au milieu) et du suffixe '-ium'.",présent
militaire,Mon oncle est _____ depuis vingt ans et il adore son métier.,militaire,militaire,Personne qui appartient à l'armée et qui exerce une profession dans les forces armées. On peut aussi dire qu'une chose est militaire si elle concerne l'armée ou la défense d'un pays.,"Du latin militaris, dérivé de miles (soldat).",présent
millier,Il y a plus d'un _____ de personnes qui ont assisté au concert hier soir.,millier,millier,Un millier est un nombre égal à mille ou approximativement mille. C'est une unité de mesure pour compter les grandes quantités.,"Du latin « milliarium » (pierre milliaire), dérivé de « mille » (mille).",présent
millimètre,La précision de ce dessin technique demande une mesure exacte au _____.,millimètre,millimètre,"Unité de mesure de longueur égale à un millième de mètre, soit 0,001 m. C'est une très petite unité utilisée pour mesurer des objets ou des distances précises.","Du français « mille » (thousand) + « mètre », calqué sur le système métrique décimal établi en 1790.",présent
million,La loterie nationale a distribué trois _____ d'euros aux gagnants cette année.,millions,million,Un million est le nombre égal à mille mille (1 000 000). C'est une unité de numération très grande utilisée pour compter des quantités importantes.,"Du latin médiéval « milion », dérivé de « mille » (mille) avec le suffixe augmentatif « -ion », signifiant littéralement « grand mille ».",passé composé
mettre,Elle _____ ses affaires dans le sac à dos avant de partir en randonnée.,met,mettre,"Placer quelque chose quelque part, positionner un objet dans un endroit. Verbe régulier du troisième groupe utilisé pour indiquer l'action de placer ou de ranger.","Du latin mittere (envoyer, placer).",présent
mince,Cette crêpe est trop _____ pour moi.,mince,mince,"Qui a peu d'épaisseur, qui n'est pas épais. Se dit aussi d'une personne ou d'un animal qui n'est pas gros.","Du latin vulgaire *minca, probablement d'origine gauloise.",présent
mine,Ma grand-mère a une vieille _____ d'or dans sa collection.,mine,mine,"Une mine est une excavation souterraine d'où on extrait des minéraux, des métaux ou d'autres ressources. C'est aussi un gisement de minéraux ou de métaux.","Du latin mina, emprunté au grec μνᾶ (mna), qui signifiait à l'origine une unité de poids ou de valeur.",passé composé
ministre,Le _____ de l'Éducation nationale a annoncé les nouvelles réformes scolaires hier.,ministre,ministre,"Personne qui dirige un ministère, c'est-à-dire un département gouvernemental responsable d'un domaine particulier comme l'éducation, la santé ou la défense. Le ministre exerce le pouvoir exécutif dans son domaine.","Du latin « minister » signifiant « serviteur, assistant », dérivé de « minus » (moins).",présent
minuit,Le train arrive à _____ et tous les passagers descendent.,minuit,minuit,"Minuit est l'heure qui marque le début d'une nouvelle journée, correspondant à 00h00 sur une montre. C'est le moment où la nuit est à son milieu.","Du latin 'medius nox' (mi-nuit, milieu de la nuit), composé de 'medius' (milieu) et 'nox' (nuit).",présent
minute,"Attends une _____, s'il te plaît, je vais chercher mon téléphone.",minute,minute,Unité de temps égale à soixante secondes. C'est aussi une période de temps très courte.,"Du latin médiéval 'minuta' (partie divisée), féminin de 'minutus' (menu, petit), dérivé de 'minuere' (diminuer).",présent
miracle,Nous avons besoin d'un _____ pour sauver cette situation difficile.,miracle,miracle,Un événement extraordinaire qui semble impossible ou inexplicable selon les lois de la nature. C'est quelque chose d'extraordinaire qui dépasse l'entendement humain.,"Du latin miraculum, dérivé de mirari (admirer, s'étonner).",présent
miroir,Elle se regarde dans le _____ chaque matin avant de partir.,miroir,miroir,Objet ou surface qui reflète l'image des objets placés devant lui. C'est un ustensile courant dans les salles de bain et les chambres.,"Du latin médiéval 'miroir', dérivé du latin 'mirari' (regarder, s'étonner), avec suffixe '-orium'.",présent
mise,La _____ en place de cette nouvelle politique a commencé hier.,mise,mise,"Action de mettre quelque chose en place ou en fonctionnement. C'est le résultat ou l'acte de placer, d'installer ou de commencer quelque chose.","Du verbe mettre, participe passé féminin singulier.",présent
mission,L'astronaute a complété sa _____ dans l'espace avec succès.,mission,mission,Une tâche ou un objectif spécifique qu'une personne ou une organisation doit accomplir. C'est souvent une responsabilité importante assignée à quelqu'un.,"Du latin « missio » (action d'envoyer), dérivé du verbe « mittere » (envoyer).",passé composé
mlle,_____ Dupont est une excellente avocate qui travaille dans notre cabinet depuis cinq ans.,Mlle,mlle,"Abréviation de Mademoiselle, un titre de civilité pour les femmes. Note : Mademoiselle tombe en désuétude en France. Madame est maintenant le terme standard et respectueux pour toutes les femmes adultes, indépendamment de leur statut marital.","Du français ancien « ma demoiselle », contraction de « ma » et « demoiselle » (jeune fille de condition noble). Le terme « demoiselle » vient du latin « domicella », diminutif de « domina ».",présent
mobile,Mon _____ est tombé par terre ce matin.,mobile,mobile,Appareil de communication portable permettant de passer des appels et d'envoyer des messages. C'est un téléphone sans fil que l'on peut emporter partout avec soi.,"From English 'mobile phone', itself from Latin 'mobilis' (movable, from movere 'to move')",présent
mode,Cette _____ de robe est très populaire cette saison.,mode,mode,La mode est l'ensemble des tendances et des styles vestimentaires ou artistiques qui sont populaires à une époque donnée. C'est aussi la manière particulière de s'habiller ou de vivre adoptée par un groupe social.,"Du latin modus, signifiant « manière, mesure, mode ».",présent
modèle,Cette designer a créé un _____ révolutionnaire pour la nouvelle collection de vêtements.,modèle,modèle,Un modèle est un exemple ou une représentation qui sert de référence ou d'inspiration. C'est aussi une personne ou une chose qui incarne les qualités qu'on souhaite imiter.,"From Italian modello, from Latin modulus (small measure, diminutive of modus).",passé composé
moi,Tu penses toujours à _____ quand tu es seul.,moi,moi,"Pronom personnel tonique de première personne du singulier, utilisé après une préposition ou pour l'emphase. Il désigne la personne qui parle.","Du latin ""me"" (accusatif de ""ego""), qui s'est transformé en ""moi"" en ancien français.",présent
moindre,Ce problème est _____ difficile que je ne l'imaginais.,moindre,moindre,"Qui est plus petit en quantité, en importance ou en intensité. Adjectif indiquant une comparaison de faible degré.","Du latin minor (plus petit), comparatif de parvus.",présent
moins,Elle _____ d'argent pour acheter une nouvelle voiture.,a moins,moins,Moins est un adverbe de quantité qui indique une petite quantité ou une réduction. Il s'oppose à plus et exprime une comparaison ou une insuffisance.,"Du latin minus, comparatif de parvus (petit).",passé composé
mois,Je vais partir en vacances pendant trois _____.,mois,mois,"Période de temps correspondant à environ trente jours, ou l'une des douze divisions du calendrier. C'est l'intervalle entre deux dates de même quantième.","Du latin mensis (mois), lui-même issu d'une racine indo-européenne *me- signifiant « mesurer ».",futur proche
moitié,J'ai mangé la _____ de la pizza hier soir.,moitié,moitié,La moitié est la division d'une chose en deux parties égales. C'est l'une de ces deux parties.,"Du latin médiéval « medietate », dérivé du latin « medius » (milieu).",passé composé
moment,"En ce _____, je suis très occupé avec mes études.",moment,moment,"Un espace de temps, une période courte ou une occasion particulière. C'est un instant ou une circonstance spécifique.","Du latin momentum, dérivé de movimentum (mouvement), signifiant initialement « mouvement » puis « instant ».",présent
monnaie,Je vais à la boulangerie et je demande de la _____ pour payer mon pain.,monnaie,monnaie,Pièces de métal de faible valeur utilisées pour payer ou pour recevoir un rendu après un achat. C'est aussi l'ensemble des pièces et des billets d'un pays.,"Du latin « moneta », dérivé du nom de la déesse Junon Moneta, dans le temple de laquelle se trouvait l'atelier monétaire romain.",futur proche
monsieur,Le _____ attend son rendez-vous à la gare.,monsieur,monsieur,"Un homme adulte, particulièrement utilisé comme titre de politesse ou de respect envers un homme. C'est aussi un substantif désignant un gentleman ou un homme de bonne société.","Du latin 'meus senior' (mon aîné), contracté en 'mon sieur' puis 'monsieur'. Le terme signifiait originellement 'mon seigneur' et a évolué pour devenir une forme de politesse générale.",présent
monstre,Les enfants ont eu peur quand ils ont vu le _____ dans le film d'horreur.,monstre,monstre,"Créature imaginaire ou réelle, généralement grande et effrayante. Personne ou chose qui inspire de la peur ou du dégoût.","Du latin monstrum, dérivé de monere (avertir), car les monstres étaient considérés comme des présages ou des avertissements.",passé composé
montagne,Les randonneurs ont grimpé la _____ pendant deux heures.,montagne,montagne,"Élévation naturelle du terrain, beaucoup plus haute qu'une colline. C'est une formation géographique imposante couverte souvent de roches et de végétation.","Du latin montanea (terra), de montanus (de la montagne), dérivé de mons (montagne).",passé composé
monte,Elle _____ l'escalier pour atteindre le deuxième étage.,monte,monte,"Le verbe monter signifie se déplacer vers le haut, gravir un endroit situé à une altitude supérieure. C'est l'action de grimper ou d'aller vers le sommet.","Du latin montare, dérivé de mons (montagne).",présent
montre,Ma grand-mère regarde l'heure sur sa vieille _____ en or.,montre,montre,"Objet portatif qui indique l'heure, généralement porté au poignet ou gardé en poche. C'est un instrument de mesure du temps.","Du latin médiéval monstra, du latin classique monstrare (montrer), car la montre montre l'heure.",présent
